NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
15,8,10
15.54975,8.331375000000001,10.466375
15.848,8.796000000000001,10.916
15.91825,9.374625,11.349625
15.784,10.048,11.768
15.46875,10.796875,12.171875
14.996,11.602,12.562
14.38925,12.444125,12.939125
13.672,13.304,13.304
12.86775,14.162375,13.657375
12,15,14
11.09225,15.797625,14.332625
10.168,16.536,14.656
9.250749999999998,17.195875,14.970875
8.363999999999997,17.758,15.278
7.53125,18.203125,15.578125
6.776,18.512,15.872
6.12175,18.665375,16.160375
5.592,18.644,16.444
5.210249999999999,18.428625,16.723625
5,18,17
4.97725,17.348125,17.274125
5.128,16.5,17.548
5.430750000000002,15.491875,17.823875
5.864000000000002,14.36,18.104
6.40625,13.140625,18.390625
7.036000000000001,11.87,18.686
7.731750000000002,10.584375,18.992375
8.472000000000003,9.319999999999997,19.312
9.235250000000004,8.113124999999997,19.647125
10,7,20
10.74475,6.016874999999995,20.372875
11.448,5.199999999999999,20.768
12.08825,4.585625000000001,21.187625
12.644,4.209999999999999,21.634
13.09375,4.109375,22.109375
13.416,4.320000000000002,22.616
13.58925,4.878125000000002,23.156125
13.592,5.820000000000009,23.732
13.40275,7.181875000000007,24.345875
13,9.000000000000002,25
